scenario,time_s,time_h,global_max_moisture_kgkg
S1,48600.0,13.5,0.6194424149446923
S1,48900.0,13.583333333333334,0.6137996742443461
S1,49200.0,13.666666666666666,0.6082445531274399
S1,49500.0,13.75,0.6027754520763132
S1,49800.0,13.833333333333334,0.5973908025121955
S1,50100.0,13.916666666666666,0.5920890660656671
S1,50400.0,14.0,0.5868687339081583
S1,50700.0,14.083333333333334,0.5817276370238361
S1,51000.0,14.166666666666666,0.5766636762535564
S1,51300.0,14.25,0.5716754892839481
S1,51600.0,14.333333333333334,0.5667617390107009
S1,51900.0,14.416666666666666,0.5619211130535612
S1,52200.0,14.5,0.557152323376929
S1,52500.0,14.583333333333334,0.5524547377563862
S1,52800.0,14.666666666666666,0.5478277100047069
S1,53100.0,14.75,0.5432699671211725
S1,53400.0,14.833333333333334,0.53878026057615
S1,53700.0,14.916666666666666,0.5343573658480597
S1,54000.0,15.0,0.5300000819861885
S1,54300.0,15.083333333333334,0.5257072311782518
S1,54600.0,15.166666666666666,0.5214776583202602
S1,54900.0,15.25,0.5173102305855806
S1,55200.0,15.333333333333334,0.513203836992199
S1,55500.0,15.416666666666666,0.5091573879695198
S1,55800.0,15.5,0.5051698149750645
S1,56100.0,15.583333333333334,0.5012406014790871
S1,56400.0,15.666666666666666,0.4973692202168078
S1,56700.0,15.75,0.4935546178567287
S1,57000.0,15.833333333333334,0.4897957620666211
S1,57300.0,15.916666666666666,0.4860916410544698
S1,57600.0,16.0,0.48244126316065356
S1,57900.0,16.083333333333332,0.4788436564519248
S1,58200.0,16.166666666666668,0.4752978683235705
S1,58500.0,16.25,0.4718029651094099
S1,58800.0,16.333333333333332,0.46835803169822715
S1,59100.0,16.416666666666668,0.4649621711560596
S1,59400.0,16.5,0.4616145043722982
S1,59700.0,16.583333333333332,0.4583146175914627
S1,60000.0,16.666666666666668,0.4550620888089421
S1,60300.0,16.75,0.4518560530158161
S1,60600.0,16.833333333333332,0.4486956629704317
S1,60900.0,16.916666666666668,0.4455800887924628
S1,61200.0,17.0,0.4425085175314578
S1,61500.0,17.083333333333332,0.4394797415099656
S1,61800.0,17.166666666666668,0.4364925919854013
S1,62100.0,17.25,0.433546338181679
S1,62400.0,17.333333333333332,0.43064026376732023
S1,62700.0,17.416666666666668,0.42777366653736626
S1,63000.0,17.5,0.4249458581224629
S1,63300.0,17.583333333333332,0.4221561637084936
S1,63600.0,17.666666666666668,0.41940392175859187
S1,63900.0,17.75,0.416688483740994
S1,64200.0,17.833333333333332,0.4140092138633243
S1,64500.0,17.916666666666668,0.411365488813364
S1,64800.0,18.0,0.408756697509483
S1,65100.0,18.083333333333332,0.40618259188751826
S1,65400.0,18.166666666666668,0.4036429171312867
S1,65700.0,18.25,0.40113707023269707
S1,66000.0,18.333333333333332,0.3986644604160918
S1,66300.0,18.416666666666668,0.39622450885366595
